accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,motionAttitudeReferenceFrame,motionGravityX,motionGravityY,motionGravityZ,motionHeading,motionMagneticFieldAccuracy,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionPitch,motionQuaternionW,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionRoll,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionYaw,activity
0.906677,0.109131,-0.065079,XArbitraryZVertical,0.994275,0.050337,-0.094254,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.050358,-0.144224,0.665832,-0.097674,-0.725484,1.476282,2.449072,-0.652204,-0.619821,0.060153,0.046633,-0.055175,2.794927,0
1.056168,0.073959,-0.047394,XArbitraryZVertical,0.954452,0.113627,-0.275881,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.113873,-0.162630,0.599461,-0.052018,-0.781980,1.289418,-2.390888,-0.452961,0.197019,-0.023879,0.035925,0.200198,2.817155,0
0.958954,0.018066,-0.253494,XArbitraryZVertical,0.945971,0.081413,-0.313864,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.081503,-0.069113,0.585720,0.000280,-0.807561,1.250435,-0.968362,0.078592,0.585119,0.128064,-0.051689,0.300726,3.029690,0
0.883377,0.084961,-0.225418,XArbitraryZVertical,0.985208,0.018150,-0.170399,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.018151,0.015478,0.643569,0.024890,-0.764827,1.399533,-1.539793,0.565369,0.272001,-0.019754,-0.168053,-0.121181,-3.085842,0
1.115036,0.126633,-0.339432,XArbitraryZVertical,0.986535,0.017689,-0.162587,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.017690,0.194901,0.622510,0.176602,-0.737093,1.407459,-0.191137,0.164612,0.146302,-0.088815,0.035747,-0.090221,-2.609574,0
1.071045,0.162888,-0.008408,XArbitraryZVertical,0.985436,0.110824,-0.128971,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.111052,0.231682,0.601100,0.272385,-0.714709,1.440659,-0.758819,0.150176,-0.185376,0.183204,0.045105,-0.204037,-2.417156,0
0.829849,0.341812,-0.018539,XArbitraryZVertical,0.967096,0.181813,-0.177959,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.182830,0.228521,0.566219,0.300694,-0.732637,1.388818,-0.711041,-0.277344,-0.669686,-0.019235,0.076640,0.211971,-2.384500,0
0.892944,0.308090,-0.172302,XArbitraryZVertical,0.949916,0.296910,-0.097492,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.301455,0.182177,0.572188,0.351931,-0.718024,1.468522,0.487782,0.529893,0.015860,-0.040660,-0.024449,-0.028270,-2.372159,0
1.216080,0.400238,-0.108566,XArbitraryZVertical,0.960208,0.262652,-0.094944,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.265770,0.236571,0.558058,0.375632,-0.701075,1.472238,-0.669580,-0.515064,0.293336,-0.085773,0.089719,-0.093349,-2.249668,0
0.867889,0.046890,0.139069,XArbitraryZVertical,0.990810,0.099280,-0.091859,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.099444,0.316130,0.577276,0.347597,-0.667826,1.478350,0.293970,0.560971,0.919637,0.265705,0.223382,0.026612,-2.166692,0
