accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,motionAttitudeReferenceFrame,motionGravityX,motionGravityY,motionGravityZ,motionHeading,motionMagneticFieldAccuracy,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionPitch,motionQuaternionW,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionRoll,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionYaw,activity
0.075317,0.123611,-0.990341,XArbitraryZVertical,0.073970,0.124275,-0.989487,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.124597,0.951945,-0.070527,0.016806,0.297565,0.074617,0.017033,-0.003345,0.002484,0.001744,0.000023,-0.002853,0.610584,0
0.076523,0.121048,-0.992737,XArbitraryZVertical,0.073879,0.124174,-0.989506,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.124495,0.951942,-0.070466,0.016776,0.297588,0.074524,-0.004578,-0.002703,-0.003514,0.002247,-0.003523,-0.003154,0.610620,0
0.073425,0.127106,-0.991135,XArbitraryZVertical,0.073820,0.124063,-0.989525,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.124384,0.951989,-0.070401,0.016774,0.297455,0.074463,-0.000666,0.002931,-0.002306,0.005144,-0.000070,-0.001290,0.610329,0
0.071335,0.120392,-0.992355,XArbitraryZVertical,0.073821,0.123718,-0.989568,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.124036,0.951940,-0.070239,0.016812,0.297648,0.074461,0.010011,-0.002207,-0.000273,0.000276,0.001312,-0.001475,0.610714,0
0.073318,0.120346,-0.991577,XArbitraryZVertical,0.073825,0.122005,-0.989780,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.122310,0.952000,-0.069416,0.017071,0.297636,0.074449,-0.008903,0.003899,-0.003668,-0.001010,-0.000164,-0.001507,0.610590,0
0.074738,0.122681,-0.991806,XArbitraryZVertical,0.073490,0.122058,-0.989799,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.122363,0.952092,-0.069385,0.016924,0.297356,0.074111,-0.018699,0.005882,-0.002794,-0.000736,0.000440,-0.002267,0.609982,0
0.069885,0.124710,-0.989868,XArbitraryZVertical,0.073329,0.122924,-0.989703,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.123236,0.952068,-0.069777,0.016717,0.297351,0.073956,-0.007045,0.006265,-0.001223,-0.001429,0.002976,-0.002194,0.610008,0
0.061569,0.107986,-1.013000,XArbitraryZVertical,0.067629,0.103397,-0.992338,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.103582,0.953441,-0.059500,0.017046,0.295159,0.068046,0.033702,0.012700,-0.008283,-0.001482,0.026623,0.001158,0.603960,0
0.071594,0.009689,-0.980453,XArbitraryZVertical,0.067073,0.090721,-0.993615,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.090846,0.952034,-0.053441,0.018345,0.300729,0.067402,0.026163,0.010257,0.017389,-0.000957,0.009987,-0.027213,0.614988,0
0.072968,-0.138840,-0.982574,XArbitraryZVertical,0.065900,0.024200,-0.997533,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.024202,0.952425,-0.021526,0.027754,0.302742,0.065968,0.534751,-0.006417,0.050643,0.005740,-0.011886,0.017980,0.616328,0
0.066162,0.051788,-1.002350,XArbitraryZVertical,0.064905,-0.072750,-0.995236,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.072814,0.950940,0.024735,0.042073,0.305502,0.065123,0.041905,0.060328,-0.003205,0.007727,-0.062962,0.013806,0.619325,0
0.145416,-0.060516,-1.021484,XArbitraryZVertical,0.082439,0.025830,-0.996261,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.025833,0.955183,-0.024453,0.035657,0.292842,0.082560,-0.533817,0.122286,-0.031054,-0.016277,0.025958,-0.006088,0.596037,0
